name,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age
Ford Freestyle Titanium Plus Diesel BSIV,836000,26000,Diesel,Dealer,Manual,First Owner,7
Honda City i VTEC V,696000,138925,Petrol,Dealer,Manual,First Owner,9
Honda Jazz 1.5 VX i DTEC,596000,121764,Diesel,Dealer,Manual,First Owner,9
Honda Jazz 1.2 VX i VTEC,612000,105429,Petrol,Dealer,Manual,First Owner,9
Maruti Alto 800 LXI,114999,35000,Petrol,Individual,Manual,First Owner,10
Tata Bolt Quadrajet XE,340000,60000,Diesel,Individual,Manual,First Owner,8
Maruti Swift ZXI Plus,550000,5000,Petrol,Individual,Manual,First Owner,5
Chevrolet Aveo U-VA 1.2 LT,114999,70000,Petrol,Individual,Manual,Third Owner,17
Maruti Wagon R VXI,105000,80000,Petrol,Individual,Manual,First Owner,25
Maruti Vitara Brezza ZDi,890000,20000,Diesel,Individual,Manual,First Owner,6
Tata Nexon 1.2 Revotron XZ Plus,715000,8000,Petrol,Individual,Manual,First Owner,6
Hyundai i20 Asta (o),525000,54000,Petrol,Dealer,Manual,Second Owner,11
Hyundai i20 Asta 1.2,475000,23122,Petrol,Dealer,Manual,Second Owner,11
Chevrolet Cruze LT,349000,44500,Diesel,Dealer,Manual,Second Owner,13
Volkswagen Polo GTI,825000,13599,Petrol,Dealer,Automatic,First Owner,8
Mahindra Scorpio SLE BSIV,550000,100000,Diesel,Individual,Manual,Second Owner,11
Maruti Swift 1.3 VXI ABS,95000,110000,Petrol,Individual,Manual,Third Owner,19
Toyota Innova 2.5 G (Diesel) 7 Seater,725000,90000,Diesel,Individual,Manual,Second Owner,11
Tata Tigor 1.2 Revotron XZ Option,670000,17000,Petrol,Individual,Manual,First Owner,6
Maruti Alto LX,65000,140000,Petrol,Individual,Manual,First Owner,17
Mahindra Xylo D4,500000,50000,Diesel,Individual,Manual,Second Owner,10
Mahindra KUV 100 mFALCON G80 K8 5str,600000,53000,Petrol,Individual,Manual,First Owner,8
Maruti Wagon R VXI Optional,350000,70000,Petrol,Individual,Manual,Second Owner,8
Chevrolet Beat Diesel LT,200000,70000,Diesel,Individual,Manual,Second Owner,13
Hyundai EON Sportz,150000,80000,Petrol,Individual,Manual,First Owner,13
Maruti Zen D PS,75000,110000,Diesel,Individual,Manual,Second Owner,22
Honda Amaze EX i-Dtech,350000,90000,Diesel,Individual,Manual,Second Owner,12
Toyota Innova Crysta 2.4 VX MT 8S BSIV,1700000,15000,Diesel,Individual,Manual,First Owner,7
BMW X1 sDrive20d,890000,86000,Diesel,Individual,Automatic,Second Owner,14
Mahindra Scorpio M2DI,500000,120000,Diesel,Individual,Manual,First Owner,11
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,600000,5200,Petrol,Individual,Manual,First Owner,6
Chevrolet Beat LS,99000,60000,Petrol,Individual,Manual,Second Owner,15
Hyundai i10 Era 1.1 iTech SE,235000,46000,Petrol,Individual,Manual,First Owner,14
Tata Indigo GLX,75000,40000,Petrol,Individual,Manual,Second Owner,19
Honda City i DTEC VX,600000,90000,Diesel,Individual,Manual,Second Owner,11
Hyundai Verna CRDi 1.6 SX,1000000,25000,Diesel,Individual,Manual,Second Owner,6
Hyundai Verna 1.6 SX,390000,90000,Diesel,Individual,Manual,First Owner,13
Volkswagen Polo 1.5 TDI Highline,600000,70000,Diesel,Individual,Manual,First Owner,10
Hyundai i20 1.2 Spotz,600000,70000,Petrol,Individual,Manual,Second Owner,8
Hyundai Elite i20 Magna Plus Diesel,730000,35000,Diesel,Individual,Manual,Second Owner,6
Hyundai Grand i10 1.2 Kappa Magna AT,450000,12700,Petrol,Individual,Automatic,First Owner,8
Maruti Ritz LDi,250000,80000,Diesel,Individual,Manual,First Owner,14
Mahindra XUV500 W10 2WD,1400000,20000,Diesel,Individual,Manual,First Owner,7
Renault KWID 1.0 RXT Optional,300000,20000,Petrol,Individual,Manual,First Owner,7
Ford EcoSport 1.5 Petrol Titanium BSIV,800000,19000,Petrol,Individual,Manual,First Owner,8
Fiat Grande Punto Active (Diesel),125000,95000,Diesel,Individual,Manual,Second Owner,16
Volkswagen Polo Diesel Trendline 1.2L,295000,90000,Diesel,Individual,Manual,First Owner,13
Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,650000,45839,Petrol,Dealer,Manual,First Owner,12
Chevrolet Aveo 1.4 LS,200000,74510,Petrol,Dealer,Manual,First Owner,15
Chevrolet Aveo U-VA 1.2 LS,130000,87293,Petrol,Dealer,Manual,First Owner,16
Ford Figo Diesel EXI,250000,156040,Diesel,Dealer,Manual,First Owner,13
Ford Endeavour 2.5L 4X2 MT,400000,93415,Diesel,Dealer,Manual,First Owner,21
Ford Aspire Titanium BSIV,430000,101159,Petrol,Dealer,Manual,First Owner,8
Hyundai EON 1.0 Kappa Magna Plus,170000,80000,Petrol,Individual,Manual,Second Owner,10
Tata Tiago 2019-2020 XZ,450000,12000,Petrol,Individual,Manual,First Owner,6
Maruti Swift ZXI,350000,90000,Petrol,Individual,Manual,First Owner,12
Chevrolet Spark 1.0 LT,130000,68519,Petrol,Dealer,Manual,First Owner,14
Chevrolet Beat Diesel LS,180000,55130,Diesel,Dealer,Manual,First Owner,13
Ford Ecosport 1.0 Ecoboost Titanium Optional,475000,65239,Petrol,Dealer,Manual,First Owner,11
Volkswagen Polo 1.2 MPI Comfortline,470000,58182,Petrol,Dealer,Manual,First Owner,10
Ford Fiesta Diesel Trend,200000,91245,Diesel,Dealer,Manual,First Owner,13
Mahindra XUV500 W8 2WD,650000,102989,Diesel,Dealer,Manual,First Owner,12
Honda City 1.5 E MT,400000,50000,Petrol,Individual,Manual,First Owner,15
Maruti Zen VXI,100000,120000,Petrol,Individual,Manual,First Owner,25
Maruti Swift Dzire VDI,409999,90000,Diesel,Individual,Manual,First Owner,11
Maruti Swift VDI BSIV,640000,25000,Diesel,Individual,Manual,First Owner,7
Maruti Wagon R LXI Minor,160000,80000,Petrol,Individual,Manual,Second Owner,18
Maruti Baleno Zeta 1.3,750000,70000,Diesel,Individual,Manual,First Owner,7
Mahindra Jeep MM 550 XDB,150000,50000,Diesel,Individual,Manual,Third Owner,23
Maruti Alto STD,80000,100000,Petrol,Individual,Manual,Second Owner,17
Maruti Celerio VDi,240000,90000,Diesel,Individual,Manual,Third Owner,9
Maruti Esteem Lxi,60000,60000,Petrol,Individual,Manual,Third Owner,20
Maruti Alto LX,70000,120000,Petrol,Individual,Manual,Third Owner,18
Volkswagen Jetta 1.9 Highline TDI,285000,90000,Diesel,Individual,Automatic,Second Owner,17
Maruti Swift VDI BSIV,350000,60000,Diesel,Individual,Manual,Second Owner,10
Hyundai i20 Active 1.4 SX with AVN,699000,30000,Diesel,Individual,Manual,Second Owner,10
Ford Figo Diesel ZXI,275000,108000,Diesel,Individual,Manual,Second Owner,14
Hyundai i20 1.4 CRDi Magna,350000,160000,Diesel,Individual,Manual,Second Owner,13
Maruti Alto LXi BSIII,135000,90000,Petrol,Individual,Manual,Third Owner,19
Mahindra Xylo E4 8S,325000,120000,Diesel,Individual,Manual,Third Owner,15
Mahindra XUV500 W8 2WD,650000,102000,Diesel,Individual,Manual,Second Owner,13
Mahindra Bolero SLE,300000,178000,Diesel,Individual,Manual,Second Owner,16
Toyota Innova 2.5 VX (Diesel) 8 Seater,1200000,200000,Diesel,Individual,Manual,Second Owner,11
Ford Fiesta Petrol Trend,450000,60000,Petrol,Dealer,Manual,First Owner,13
Tata Tiago 1.2 Revotron XE,425000,3000,Petrol,Individual,Manual,First Owner,6
Maruti Alto LXi,150000,75118,Petrol,Individual,Manual,Second Owner,19
Maruti Ritz LDi,290000,140000,Diesel,Individual,Manual,Second Owner,12
Hyundai Xcent 1.2 Kappa Base,335000,60000,Petrol,Individual,Manual,Second Owner,11
Chevrolet Optra 1.6,120000,79000,Petrol,Dealer,Manual,Fourth & Above Owner,19
Ford Ikon 1.6 ZXI NXt,20000,25000,Petrol,Individual,Manual,Second Owner,20
Tata Indigo LS,220000,70000,Diesel,Individual,Manual,Second Owner,13
Ford Ikon 1.3 Flair,61000,4637,Petrol,Individual,Manual,Second Owner,20
Maruti Swift VDI BSIV,620000,70000,Diesel,Individual,Manual,First Owner,9
Maruti Swift Dzire LDIX Limited Edition,425000,100000,Diesel,Individual,Manual,Second Owner,11
Tata Indica Vista Aqua 1.3 Quadrajet,85000,120000,Diesel,Individual,Manual,Second Owner,16
Maruti Swift 1.3 DLX,270000,40000,Diesel,Individual,Manual,Second Owner,10
Maruti Swift Vdi BSIII,180000,220000,Diesel,Individual,Manual,First Owner,16
Mahindra KUV 100 mFALCON G80 K2,450000,30000,Petrol,Individual,Manual,First Owner,8
Tata New Safari DICOR 2.2 VX 4x4,450000,42655,Diesel,Individual,Manual,First Owner,13
Renault KWID 1.0 RXL,250000,43000,Petrol,Individual,Manual,Second Owner,8
Toyota Innova 2.5 VX 8 STR BSIV,725000,70000,Diesel,Individual,Manual,First Owner,13
Hyundai i20 Magna,250000,55000,Petrol,Individual,Manual,First Owner,15
Fiat Punto 1.3 Active,99000,80000,Diesel,Individual,Manual,Second Owner,15
Renault KWID 1.0,350000,55000,Petrol,Individual,Manual,First Owner,8
Hyundai Xcent 1.2 VTVT E Plus,511000,70000,Petrol,Individual,Manual,First Owner,7
Maruti Ritz VDi,300000,80000,Diesel,Individual,Manual,First Owner,13
Audi Q5 2.0 TFSI Quattro,1100000,110000,Petrol,Individual,Automatic,First Owner,15
Hyundai i10 Sportz 1.2,125000,60000,Petrol,Individual,Manual,Third Owner,15
Tata Tiago 1.2 Revotron XZ,500000,30000,Petrol,Individual,Manual,First Owner,7
Renault Duster 85PS Diesel RxL,385000,80000,Diesel,Individual,Manual,Second Owner,12
Skoda Rapid 1.6 MPI Elegance,350000,90000,Petrol,Individual,Manual,First Owner,13
Maruti 800 Std BSIII,60000,50000,Petrol,Individual,Manual,First Owner,22
Hyundai Santro Xing GLS,300000,50000,Petrol,Individual,Manual,First Owner,13
Hyundai i20 1.4 CRDi Asta,400000,70000,Diesel,Individual,Manual,First Owner,13
Ford Ecosport 1.5 DV5 MT Titanium,550000,110000,Diesel,Individual,Manual,First Owner,11
Nissan Sunny XL,300000,80000,Petrol,Individual,Manual,Second Owner,13
Maruti Swift VDI,250000,156000,Diesel,Individual,Manual,First Owner,13
Toyota Innova 2.5 GX 7 STR,800000,180000,Diesel,Individual,Manual,First Owner,13
Maruti Eeco 5 Seater AC BSIV,300000,25000,Petrol,Individual,Manual,First Owner,7
Maruti Alto LX,80000,120000,Petrol,Individual,Manual,First Owner,21
Mahindra Scorpio S5 BSIV,1200000,11000,Diesel,Individual,Manual,First Owner,5
Renault KWID AMT,355000,40000,Petrol,Individual,Automatic,First Owner,8
Maruti Swift Dzire VDI,520000,50000,Diesel,Individual,Manual,First Owner,10
Hyundai Verna 1.6 CRDI,500000,26000,Diesel,Individual,Manual,First Owner,13
Maruti Alto LXi,114999,30000,Petrol,Individual,Manual,First Owner,17
Toyota Fortuner 4x2 Manual,1800000,50000,Diesel,Individual,Manual,First Owner,11
Mahindra TUV 300 T6 Plus,800000,20000,Diesel,Individual,Manual,First Owner,7
Maruti Alto LXi BSIII,105000,30000,Petrol,Individual,Manual,Second Owner,17
Maruti Alto LXi,135000,78000,Petrol,Individual,Manual,First Owner,14
Maruti Wagon R VXI BS IV,170000,40000,Petrol,Individual,Manual,Second Owner,14
Hyundai Verna 1.6 SX VTVT,550000,100000,Petrol,Individual,Manual,First Owner,11
Honda City 1.5 V MT,250000,70000,Petrol,Individual,Manual,Third Owner,16
Hyundai Elantra CRDi SX,650000,30000,Diesel,Individual,Manual,Second Owner,11
Honda City 1.5 V AT Exclusive,210000,77000,Petrol,Individual,Automatic,Third Owner,17
Volkswagen Vento Diesel Highline,260000,150000,Diesel,Individual,Manual,First Owner,14
Maruti Swift Dzire ZDI,750000,69000,Diesel,Individual,Manual,First Owner,9
Toyota Innova Crysta 2.8 GX AT BSIV,1350000,120000,Diesel,Individual,Automatic,First Owner,9
Maruti Ritz VDi,220000,120000,Diesel,Individual,Manual,Second Owner,13
Hyundai Getz 1.3 GLS,110000,110000,Petrol,Individual,Manual,Second Owner,17
Mahindra XUV500 AT W8 FWD,1230000,70000,Diesel,Individual,Automatic,First Owner,8
Mahindra Quanto C6,220000,110000,Diesel,Individual,Manual,First Owner,12
Tata Indigo LX Dicor,130000,50000,Diesel,Individual,Manual,First Owner,16
Hyundai i20 1.2 Magna,330000,44000,Petrol,Individual,Manual,First Owner,13
Honda City 1.5 S MT,254999,90000,Petrol,Individual,Manual,Second Owner,15
Hyundai Verna 1.6 SX VTVT (O),600000,50000,Petrol,Individual,Manual,Second Owner,11
Hyundai i10 Magna,210000,50000,Petrol,Individual,Manual,First Owner,13
Chevrolet Enjoy TCDi LT 7 Seater,300000,146000,Diesel,Individual,Manual,First Owner,11
Tata Tiago 1.2 Revotron XTA,426000,15000,Petrol,Individual,Automatic,First Owner,7
Maruti Alto K10 VXI,265000,60000,Petrol,Individual,Manual,First Owner,10
Hyundai Xcent 1.2 Kappa SX,450000,35000,Petrol,Individual,Manual,Second Owner,9
Hyundai Verna 1.6 SX,480000,80000,Diesel,Individual,Manual,First Owner,13
Tata Nano Lx,40000,90000,Petrol,Individual,Manual,First Owner,15
Honda City 1.5 S MT,395000,70000,Petrol,Individual,Manual,Second Owner,14
Maruti Wagon R VXI BS IV,229999,62000,Petrol,Individual,Manual,Second Owner,12
Ford Ecosport 1.5 Petrol Titanium Plus AT,875000,10000,Petrol,Individual,Automatic,First Owner,7
Maruti Eeco 5 STR With AC Plus HTR CNG,170000,80000,CNG,Individual,Manual,Fourth & Above Owner,15
Hyundai i20 Sportz 1.2,500000,35000,Petrol,Individual,Manual,Second Owner,10
Maruti Ignis 1.2 Sigma BSIV,450000,40000,Petrol,Individual,Manual,First Owner,6
Maruti Ertiga VDI,550000,120000,Diesel,Individual,Manual,Third Owner,13
Tata Manza Aura Safire BS IV,200000,60000,Petrol,Individual,Manual,First Owner,12
Tata Indica GLS BS IV,80000,90000,Petrol,Individual,Manual,Second Owner,17
Tata New Safari DICOR 2.2 EX 4x2,300000,250000,Diesel,Individual,Manual,Second Owner,15
Ford Aspire Titanium Plus Diesel BSIV,675000,15000,Diesel,Individual,Manual,First Owner,6
Maruti Eeco 7 Seater Standard BSIV,260000,30000,Petrol,Individual,Manual,First Owner,8
Maruti Wagon R LXI,70000,117000,Petrol,Individual,Manual,Second Owner,24
Maruti Alto LX,100000,70000,Petrol,Individual,Manual,First Owner,21
Toyota Innova 2.5 VX (Diesel) 7 Seater,730000,110000,Diesel,Individual,Manual,Second Owner,13
Nissan Terrano XL 85 PS,525000,100000,Diesel,Individual,Manual,Second Owner,9
Nissan Terrano XL 85 PS,525000,105000,Diesel,Individual,Manual,Second Owner,9
Toyota Innova 2.5 V Diesel 7-seater,550000,182000,Diesel,Individual,Manual,Third Owner,16
Toyota Corolla Altis Diesel D4DJ,420000,95000,Diesel,Individual,Manual,Second Owner,13
Honda Amaze SX i-VTEC,500000,70000,Petrol,Individual,Manual,First Owner,10
Maruti Wagon R LXI Minor,165000,76000,Petrol,Individual,Manual,Second Owner,16
Hyundai Verna 1.6 SX,650000,70000,Diesel,Individual,Manual,Second Owner,11
Chevrolet Beat Diesel LT,195000,46000,Diesel,Individual,Manual,First Owner,12
Maruti Zen LX,75000,70000,Petrol,Individual,Manual,First Owner,26
Maruti Esteem Lxi - BSIII,90000,90000,Petrol,Individual,Manual,First Owner,19
Hyundai Xcent 1.1 CRDi Base,515000,50000,Diesel,Individual,Manual,First Owner,9
Honda Jazz 1.5 VX i DTEC,700000,24585,Diesel,Dealer,Manual,Test Drive Car,8
Maruti Zen LX,62000,70000,Petrol,Individual,Manual,First Owner,24
Toyota Etios GD SP,220000,110000,Diesel,Individual,Manual,Third Owner,14
Hyundai Santro Magna CNG BSIV,520000,10000,CNG,Individual,Manual,First Owner,6
Fiat Linea Emotion,170000,100000,Petrol,Individual,Manual,First Owner,15
Ford Figo Diesel Titanium,190000,110000,Diesel,Individual,Manual,Second Owner,14
Ford Figo Diesel Titanium,150000,100000,Diesel,Individual,Manual,Second Owner,14
Maruti Zen Estilo LXI BS IV,125000,65000,Petrol,Individual,Manual,First Owner,16
Honda Amaze EX i-Dtech,290000,40000,Diesel,Individual,Manual,Third Owner,10
Maruti Celerio X ZXI BSIV,490000,13900,Petrol,Individual,Manual,First Owner,6
Tata Tigor 1.2 Revotron XZ Option,434999,17563,Petrol,Individual,Manual,First Owner,8
Tata Zest Revotron 1.2T XE,380000,15000,Petrol,Individual,Manual,First Owner,9
Volkswagen Polo Diesel Trendline 1.2L,200000,82000,Diesel,Individual,Manual,Second Owner,13
Ford Figo 1.5D Trend MT,495000,40000,Diesel,Individual,Manual,First Owner,9
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,894999,173000,Diesel,Individual,Manual,Third Owner,11
Mahindra XUV500 W6 2WD,600000,151000,Diesel,Individual,Manual,Second Owner,11
Honda Brio S MT,300000,50000,Petrol,Individual,Manual,First Owner,10
Honda Amaze E i-VTEC,430000,15000,Petrol,Individual,Manual,First Owner,8
Honda Amaze E i-DTEC,370000,80000,Diesel,Individual,Manual,First Owner,8
Maruti Baleno Zeta 1.2,750000,11000,Petrol,Individual,Manual,First Owner,6
Maruti Alto K10 LXI CNG Optional,300000,50000,CNG,Individual,Manual,First Owner,9
BMW X1 sDrive20d,700000,120000,Diesel,Individual,Automatic,Second Owner,13
Maruti Wagon R LXI DUO BSIII,100000,70000,LPG,Individual,Manual,Third Owner,18
Hyundai Grand i10 Sportz,300000,90000,Petrol,Individual,Manual,First Owner,10
Tata Indica Vista Quadrajet VX,130000,185000,Diesel,Individual,Manual,Second Owner,13
Hyundai i20 Asta Option 1.4 CRDi,650000,40000,Diesel,Individual,Manual,First Owner,9
Maruti Swift VDI BSIV,509999,25000,Diesel,Individual,Manual,First Owner,8
Toyota Innova 2.5 VX (Diesel) 7 Seater,1000000,117780,Diesel,Individual,Manual,Second Owner,12
Hyundai Verna CRDi SX,280000,120000,Diesel,Individual,Manual,Second Owner,15
Maruti Swift DDiS VDI,600000,120000,Diesel,Individual,Manual,First Owner,8
Skoda Rapid 1.6 TDI Ambition,210000,120000,Diesel,Individual,Manual,Third Owner,12
Audi Q3 2.0 TDI Quattro Premium Plus,1150000,110000,Diesel,Individual,Automatic,Second Owner,11
Hyundai EON Magna Plus,245000,30000,Petrol,Individual,Manual,First Owner,7
Hyundai Grand i10 Sportz,375000,25000,Petrol,Individual,Manual,First Owner,9
Mahindra Scorpio 1.99 S10,150000,55000,Diesel,Individual,Manual,Second Owner,10
Mahindra XUV500 W10 2WD,1450000,20000,Diesel,Individual,Manual,First Owner,7
Maruti Ertiga VDI,500000,100000,Diesel,Individual,Manual,Second Owner,11
Maruti Alto LXi,75000,40000,Petrol,Individual,Manual,Second Owner,18
Hyundai Sonata AT Leather,225000,80000,Petrol,Individual,Automatic,Third Owner,19
Hyundai Sonata 2.4L AT,275000,80000,Petrol,Individual,Automatic,Fourth & Above Owner,19
Mahindra Bolero Power Plus SLX,620000,35000,Diesel,Individual,Manual,First Owner,7
Nissan X-Trail SLX MT,600000,110000,Diesel,Individual,Manual,Second Owner,15
Mahindra Xylo E8 ABS Airbag BSIV,275000,160000,Diesel,Individual,Manual,First Owner,14
Tata Indigo TDI,125000,125000,Diesel,Individual,Manual,First Owner,12
Tata Indigo GLS,80000,62000,Petrol,Individual,Manual,Second Owner,14
Nissan Micra Diesel XV,199000,120000,Diesel,Individual,Manual,Second Owner,14
Nissan Micra XL,440000,33000,Petrol,Individual,Manual,Second Owner,9
Maruti Swift Dzire LDI,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12
Hyundai i20 1.4 Sportz,700000,35000,Diesel,Individual,Manual,First Owner,8
Hyundai Grand i10 CRDi Asta Option,450000,50000,Diesel,Individual,Manual,First Owner,10
Maruti Alto 800 Std Optional,240000,5000,Petrol,Individual,Manual,First Owner,6
Ford EcoSport 1.5 TDCi Titanium BSIV,650000,81595,Diesel,Dealer,Manual,First Owner,9
Hyundai Getz GLS ABS,71000,22000,Petrol,Individual,Manual,First Owner,20
Maruti Swift VXI Optional,400000,40000,Petrol,Individual,Manual,First Owner,10
Maruti Alto LXi BSIII,130000,40000,Petrol,Individual,Manual,Second Owner,17
Mahindra Scorpio 2.6 CRDe SLE,300000,70000,Diesel,Individual,Manual,Second Owner,12
Nissan Kicks XL D BSIV,1100000,4000,Diesel,Individual,Manual,First Owner,6
BMW 3 Series 320d Luxury Line,2200000,24000,Diesel,Individual,Automatic,First Owner,10
Honda Amaze VX i-VTEC,800000,13500,Petrol,Dealer,Manual,First Owner,7
Maruti Ritz VDI (ABS) BS IV,490000,40000,Diesel,Individual,Manual,First Owner,12
Honda Jazz 1.2 VX i VTEC,836000,9700,Petrol,Dealer,Manual,First Owner,7
Volkswagen Polo Petrol Comfortline 1.2L,375000,62000,Petrol,Individual,Manual,Second Owner,13
Honda BR-V i-DTEC VX MT,1249000,24000,Diesel,Dealer,Manual,First Owner,9
Honda WR-V i-DTEC VX,1240000,13000,Diesel,Dealer,Manual,First Owner,6
Tata Nano Std BSII,35000,50000,Petrol,Individual,Manual,Third Owner,16
Honda BR-V i-VTEC VX MT,1068000,36000,Petrol,Dealer,Manual,First Owner,8
Honda BR-V i-DTEC VX MT,1189000,40000,Diesel,Dealer,Manual,First Owner,8
Hyundai Elite i20 Petrol Asta Option,700000,27000,Petrol,Individual,Manual,First Owner,7
Maruti Alto K10 VXI,350000,40000,Petrol,Individual,Manual,First Owner,9
Hyundai i10 Magna 1.2,254999,80000,Petrol,Individual,Manual,Second Owner,16
Mahindra Scorpio 2.6 CRDe,229999,221000,Diesel,Individual,Manual,Third Owner,20
Hyundai i20 Asta Option 1.4 CRDi,750000,80000,Diesel,Individual,Manual,First Owner,9
Maruti Ritz VDi,325000,119000,Diesel,Individual,Manual,Second Owner,13
Toyota Innova 2.5 G4 Diesel 7-seater,760000,190000,Diesel,Individual,Manual,Second Owner,16
